,1
Mariniflexile,0.00013722918302842667
Marinithermus,3.0872104894561528e-06
Marinobacter,0.3011483892921894
Marinobacterium,0.0001111574227677594
Marinomonas,0.00014643727905478145
Marinovum,1.0171733982601197e-05
Mariprofundus,1.0171733982601196e-06
Marisediminicola,3.586874614917264e-06
Maritalea,2.8302403677904385e-05
Marivirga,7.568126986002049e-05
Marivivens,4.818189781232146e-06
Marmoricola,1.8826630441481164e-05
Martelella,1.7970063369262114e-05
Massilia,4.3185256557710346e-05
Megamonas,6.067350094884925e-07
Megasphaera,2.2699027413804778e-05
Meiothermus,3.747480940958336e-07
Melaminivora,1.0350185455980166e-06
Melioribacter,5.353544201369051e-08
Melittangium,2.302024006588692e-06
Mesirhizobium,1.320540903004366e-06
Mesobacillus,6.049504947547028e-06
Mesoflavibacter,1.895154647284644e-05
Mesoplasma,3.5690294675793675e-08
Mesorhizobium,9.192035393750661e-05
Mesotoga,5.888898621505956e-07
Metabacillus,7.138058935158735e-08
Metallosphaera,6.406407894304964e-06
Methanobacterium,2.070037091196033e-06
Methanobrevibacter,1.641753555086509e-06
Methanocaldococcus,3.5690294675793675e-08
Methanocella,1.855895323141271e-06
Methanococcoides,1.1956248716390882e-06
Methanoculleus,9.814831035843262e-07
Methanofollis,3.747480940958336e-07
Methanolacinia,1.855895323141271e-06
Methanolobus,1.834481146335795e-05
Methanomethylovorans,1.7845147337896837e-08
Methanoplanus,1.7845147337896837e-08
Methanopyrus,2.1414176805476205e-07
Methanoregula,1.7845147337896837e-08
Methanosarcina,1.0171733982601197e-05
Methanospirillum,2.8195332793877005e-06
Methanothermobacter,2.855223574063494e-07
Methanothermococcus,3.5690294675793675e-08
Methanothermus,4.4612868344742093e-07
Methanothrix,1.4989923763833343e-06
Methanotorris,8.637051311542069e-06
Methylacidiphilum,8.315838659459927e-06
Methylobacillus,2.7838429847119066e-06
Methylobacterium,2.2431350203736327e-05
Methylocaldum,1.4811472290454376e-06
Methyloceanibacter,9.993282509222229e-07
Methylocella,6.60270451502183e-07
Methylococcus,1.4704401406426995e-05
Methylocystis,1.0956920465468658e-05
Methyloligella,3.5690294675793675e-08
Methylomicrobium,1.4650865964413303e-05
Methylomonas,3.478019216156094e-05
Methylomusa,6.067350094884925e-07
Methylophaga,3.5601068939104195e-05
Methylophilus,3.9080872669994075e-06
Methylorubrum,6.9417623144418705e-06
Methylosinus,1.0171733982601196e-06
Methylotenera,3.78317123563413e-06
Methylotuvimicrobium,7.387890997889292e-06
Methyloversatilis,1.213470018976985e-06
Methylovirgula,1.9272759124928584e-06
Methylovorus,1.7309792917759931e-06
Methylovulum,4.4612868344742093e-07
Microbacterium,0.0002165508629453781
Microbulbifer,4.732533074010241e-05
Microcella,4.4612868344742093e-07
Micrococcus,1.4793627143116478e-05
Microlunatus,0.00045037582851384036
Micromonospora,0.03283448221186803
Micropruina,4.7021963235358164e-05
Microterricola,9.315166910382149e-06
Microvirga,4.639738307853178e-06
Microvirgula,6.959607461779767e-07
Miniimonas,7.084523493145044e-06
Mixta,2.0218551933837117e-05
Mobilicoccus,1.043941119266965e-05
Mobiluncus,3.747480940958336e-07
Modestobacter,9.600689267788498e-06
Monaibacterium,3.818861530309923e-06
Moorella,1.8023598811275805e-06
Moraxella,0.0009018759013099683
Morganella,8.101696891405164e-06
Moritella,4.1133064613852206e-05
Mucilaginibacter,0.00017340129668234357
Mumia,9.404392647071634e-06
Murdochiella,1.962966207168652e-07
Muribaculum,7.138058935158735e-07
Muricauda,0.08888616138079135
Muriicola,0.00016121306105056004
Mycetocola,6.6027045150218305e-06
Mycetohabitans,4.9252606652595275e-06
Mycoavidus,3.5690294675793675e-08
Mycobacterium,0.0001376753117118741
Mycobacteroides,1.6899354528988305e-05
Mycolicibacillus,4.711118897204765e-06
Mycolicibacter,1.0528636929359135e-05
Mycolicibacterium,0.00028579003461641787
Mycoplasma,1.789868277991053e-05
Myroides,0.0001625157568062265
Myxococcus,3.9973130036888916e-06
Nakamurella,2.6535734091452596e-05
Natranaerobius,1.1599345769632945e-06
Natrarchaeobaculum,3.5690294675793675e-08
Natrinema,1.2491603136527786e-06
Natronobacterium,2.498320627305557e-07
Natronococcus,3.2121265208214307e-07
Natronoglycomyces,8.208767775432545e-07
Natronomonas,1.0707088402738102e-07
Natronorubrum,1.7845147337896837e-07
Naumovozyma,1.8202050284654776e-06
Nautilia,1.4097666396938503e-06
Neisseria,6.94354682917566e-05
Neoasaia,1.766669586451787e-06
Neobacillus,6.138730684236512e-06
Neochlamydia,8.030316302053577e-07
Neomicrococcus,4.818189781232146e-07
Neorhizobium,2.7124623953603193e-06
Neospora,3.5690294675793675e-08
Neptunomonas,3.4066386268045065e-05
Nesterenkonia,9.993282509222229e-07
Neurospora,1.4097666396938503e-06
Niabella,2.5465025251178787e-05
Niastella,1.529329126857759e-05
Nibribacter,5.781827737478576e-06
Nissabacter,8.030316302053577e-07
Nitratifractor,7.67341335529564e-07
Nitratireductor,5.103712138638495e-06
Nitratiruptor,3.0336750474424626e-06
Nitrincola,4.7414556476791896e-05
Nitrobacter,7.851864828674608e-07
Nitrosococcus,4.277481816893872e-05
Nitrosomonas,0.00012495172165995365
Nitrosophilus,5.353544201369051e-08
Nitrosospira,1.2705744904582547e-05
Nitrospira,5.175092727990083e-07
Nitrospirillum,2.1414176805476205e-07
Niveibacterium,3.0336750474424623e-07
Niveispirillum,3.747480940958336e-06
Nocardia,0.00012814600303343718
Nocardioides,0.0004631172637130987
Nocardiopsis,3.0443821358452003e-05
Nonlabens,0.00047369943608447154
Nonomuraea,2.787412014179486e-05
Noviherbaspirillum,3.0872104894561528e-06
Novosphingobium,1.6595987024244058e-05
Novosphingopyxis,6.959607461779767e-07
Obesumbacterium,2.8195332793877005e-06
Oblitimonas,3.030106017974883e-05
Oceanicoccus,6.781155988400799e-06
Oceanicola,6.120885536898615e-06
Oceanihabitans,0.0001365332222822487
Oceanimonas,6.697283795912683e-05
Oceanisphaera,6.790078562069747e-05
Oceanispirochaeta,9.457928089085324e-07
Oceanithermus,8.565670722190482e-07
Oceanobacillus,4.675428602528972e-06
Ochrobactrum,5.353544201369051e-08
Octadecabacter,1.0118198540587506e-05
Odoribacter,1.6239084077486123e-06
Oenococcus,1.6381845256189295e-05
Oerskovia,6.531323925670243e-06
Oleiphilus,1.3062647851340485e-05
Oligella,1.986164898707918e-05
Olivibacter,4.084754225644586e-05
Olleya,0.00017190230430596024
Olsenella,5.300008759355361e-06
Only,1.1956248716390882e-06
Opitutus,1.6595987024244058e-06
Orbus,5.353544201369051e-08
Oricola,1.0707088402738102e-07
Ornithinimicrobium,5.266102979413357e-05
Ornithobacterium,4.802129148628039e-05
Orrella,9.636379562464292e-07
Oryzomicrobium,3.0336750474424623e-07
Oscillibacter,3.5690294675793675e-07
Otariodibacter,1.0849849581441277e-05
Ottowia,6.299337010277584e-06
Owenweeksia,2.883775809804129e-05
Oxalobacter,1.7845147337896837e-08
Paenalcaligenes,1.5882181130728186e-06
Paenarthrobacter,5.710447148126988e-06
Paenibacillus,5.913881827779012e-05
Paeniclostridium,1.7845147337896837e-08
Paenisporosarcina,7.851864828674608e-07
Pajaroellobacter,1.7845147337896837e-08
Paludibacter,3.395931538401768e-05
Paludibacterium,1.2545138578541477e-05
Paludibaculum,7.316510408537703e-07
Paludisphaera,2.9979847527666687e-06
Panacibacter,6.781155988400799e-06
Pandoraea,6.691930251711314e-06
Pannonibacter,1.8023598811275807e-06
Pantoea,9.2544934094333e-05
Parabacteroides,3.326335463783971e-05
Paraburkholderia,7.157688597230422e-05
Paraclostridium,1.5703729657349217e-06
Paracoccus,0.00012163252425510485
Paradevosia,1.0707088402738102e-07
Paraflavitalea,1.3526621682125803e-05
Parageobacillus,1.338386050342263e-06
Paraglaciecola,3.21569555028901e-05
Paraliobacillus,1.7845147337896837e-08
Paraoceanicella,4.5148222764879e-06
Paraoerskovia,2.4983206273055572e-06
Paraphotobacterium,5.353544201369051e-08
Paraprevotella,5.53199567474802e-07
Pararhodospirillum,1.7845147337896837e-08
Parasaccharibacter,1.1242442822875009e-06
Parascardovia,8.030316302053577e-07
Parasedimentitalea,1.5703729657349217e-06
Parashewanella,2.093235782735299e-05
Parasphingopyxis,1.1777797243011915e-06
Parasphingorhabdus,3.408423141538296e-06
Paraurantiacibacter,1.0707088402738102e-07
Paremcibacter,1.3740763450180566e-06
Parolsenella,2.1414176805476205e-07
Parvibaculum,1.8380501758033744e-06
Parvimonas,1.7845147337896837e-08
Parvularcula,5.353544201369051e-08
Pasteurella,2.0985893269366678e-05
Paucilactobacillus,1.8202050284654776e-06
Pauljensenia,7.851864828674608e-07
Pectinatus,7.138058935158735e-08
Pectobacterium,4.020511695228158e-05
Pediococcus,1.0707088402738102e-07
Pedobacter,0.00018482219097859753
Pedococcus,1.2652209462568858e-05
Pelagerythrobacter,9.993282509222229e-07
Pelagibaca,1.4436724196358542e-05
Pelagibacterium,2.0343467965202397e-06
Pelagovum,1.4989923763833343e-06
Pelistega,8.226612922770442e-06
Pelobacter,3.6939454989446454e-06
Pelodictyon,3.2656619628351213e-06
Pelolinea,3.5690294675793675e-08
Pelosinus,1.6060632604107154e-07
Peptacetobacter,3.925932414337305e-06
Peptoclostridium,3.5690294675793675e-08
Peptoniphilus,5.888898621505956e-07
Peribacillus,1.1260287970212904e-05
Permianibacter,1.7791611895883148e-05
Persephonella,2.319869153926589e-06
Persicimonas,2.8373784267255972e-06
Petrimonas,4.300680508433138e-06
Petrocella,2.9979847527666687e-06
Petrotoga,1.7845147337896837e-08
Phaeobacter,2.0040100460458147e-05
Phaeodactylum,3.0336750474424623e-07
Phascolarctobacterium,4.7468091918805585e-06
Phenylobacterium,1.3758608597518462e-05
Phnomibacter,7.85186482867461e-06
Photobacterium,3.6100733064565305e-05
Photorhabdus,1.1831332685025605e-05
Phycicoccus,2.0379158259878187e-05
Phycisphaera,1.4989923763833343e-06
Phyllobacterium,2.3912497432781764e-06
Phytobacter,3.925932414337304e-07
Phytohabitans,1.639969040352719e-05
Pichia,1.106399134949604e-06
Picrophilus,3.5690294675793675e-08
Pigmentiphaga,3.319197404848812e-06
Pikeienuella,8.190922628094648e-06
Pimelobacter,1.1652881211646635e-05
Pirellula,1.7845147337896837e-08
Pirellulimonas,1.427611787031747e-07
Piscirickettsia,4.193609624405757e-06
Pistricoccus,3.915225325934566e-05
Planctomyces,3.818861530309923e-06
Planktomarina,7.851864828674608e-07
Planococcus,9.689915004477983e-06
Planomicrobium,1.7845147337896837e-08
Plantactinospora,1.3419550798098422e-05
Plantibacter,5.97812435819544e-06
Plasmodium,2.912328045544764e-05
Pluralibacter,4.85388007590794e-06
Pochonia,5.639066558775401e-06
Polaribacter,0.001106916644222403
Polaromonas,0.00014177969559959038
Polymorphospora,1.195624871639088e-05
Polymorphum,2.551856069319248e-06
Polynucleobacter,0.00013896016232020267
Polystyrenella,9.636379562464292e-07
Pontibacillus,3.5690294675793675e-08
Pontibacter,5.291086185686412e-05
Pontimonas,1.2491603136527786e-07
Pontivivens,2.08788223853393e-06
Poriferisphaera,3.533339172903574e-06
Porphyrobacter,5.692602000789092e-06
Porphyromonas,2.8195332793877005e-06
Poseidonibacter,3.5690294675793675e-08
Pradoshia,2.0165016491823425e-06
Pragia,2.623236658670835e-06
Prauserella,4.461286834474209e-06
Prevotella,3.9651917384806775e-05
Priestia,9.672069857140085e-06
Profundibacter,2.5875463639950413e-06
Propionibacterium,4.477347467078317e-05
Propionimicrobium,3.0336750474424626e-06
Prosthecochloris,1.1242442822875008e-05
Protaetiibacter,5.817518032154369e-06
Proteiniphilum,1.2545138578541477e-05
Proteus,2.7249539984968472e-05
Providencia,4.8092672075631976e-05
Pseudactinotalea,8.4585998381631e-06
Pseudarthrobacter,1.4401033901682749e-05
Pseudescherichia,6.049504947547028e-06
Pseudoalteromonas,0.0003645942052605703
Pseudoarcobacter,5.353544201369051e-08
Pseudobacter,1.0742778697413896e-05
Pseudoclostridium,4.645091852054547e-05
Pseudocnuella,1.3116183293354176e-05
Pseudodesulfovibrio,3.1407459314698434e-06
Pseudogulbenkiania,8.565670722190482e-07
Pseudohalocynthiibacter,3.970545282682046e-05
Pseudolabrys,6.60270451502183e-07
Pseudoleptotrichia,1.7845147337896837e-08
Pseudolysobacter,2.6053915113329385e-06
Pseudomonas,0.0015152849959028341
Pseudonocardia,7.320079438005283e-05
Pseudooceanicola,7.512807029254568e-06
Pseudopedobacter,1.0582172371372824e-05
Pseudopuniceibacterium,4.5862028658394875e-06
Pseudorhizobium,8.030316302053577e-07
Pseudorhodobacter,1.2384532252500405e-05
Pseudothermotoga,2.944449310752978e-06
Pseudovibrio,5.888898621505956e-07
Pseudoxanthomonas,1.4722246553764891e-05
Psychrobacillus,2.48225999470145e-05
Psychrobacter,0.05885399188112995
Psychroflexus,0.00017968278854528326
Psychromicrobium,4.068693593040479e-06
Psychromonas,6.451020762649707e-05
Psychroserpens,3.0336750474424625e-05
Psychrosphaera,3.265661962835121e-06
Pukyongia,0.00013000189835657845
Pukyongiella,2.448354214759446e-05
Pulveribacter,1.6774438497623027e-06
Pusillimonas,2.4983206273055572e-06
Pyricularia,1.2937731819975208e-05
Pyrobaculum,1.427611787031747e-07
Pyrococcus,7.67341335529564e-07
Pyruvatibacter,9.279476615706355e-07
Pyxidicoccus,1.2491603136527786e-06
Qingshengfaniella,3.6047197622551614e-06
Qipengyuania,6.959607461779767e-07
Radiobacillus,3.5690294675793675e-08
Rahnella,6.816846283076592e-06
Raineyella,7.575265044937207e-05
Ralstonia,6.618765147625937e-05
Ramlibacter,6.031659800209131e-06
Raoultella,9.511463531099015e-06
Rathayibacter,2.6553579238790496e-05
Reinekea,2.409094890616073e-06
Renibacterium,7.851864828674608e-07
Rheinheimera,4.666506028860023e-05
Rhizobium,6.0762726685538734e-05
Rhizorhabdus,1.5703729657349217e-06
Rhodanobacter,2.8195332793877005e-06
Rhodobaca,2.890913868739288e-06
Rhodobacter,8.615637134736594e-05
Rhodococcus,0.00012007999643670782
Rhodocytophaga,1.782730219055894e-05
Rhodoferax,5.0947895649695474e-05
Rhodoluna,2.855223574063494e-07
Rhodomicrobium,3.5690294675793675e-07
Rhodopirellula,1.2491603136527786e-07
Rhodoplanes,6.60270451502183e-07
Rhodopseudomonas,1.3383860503422627e-05
Rhodospirillum,3.3013522575109152e-06
Rhodovulum,3.478019216156094e-05
Rickettsia,8.244458070108338e-06
Riemerella,3.6671777779378e-05
Robiginitalea,0.00012623657226828222
Rodentibacter,2.194953122561311e-06
Romboutsia,9.279476615706355e-07
Roseburia,1.7845147337896837e-08
Roseibacterium,2.8909138687392876e-05
Roseicitreum,1.151012003294346e-05
Roseiflexus,3.0336750474424623e-07
Roseimaritima,4.1043838877162726e-07
Roseimicrobium,9.101025142327387e-07
Roseitalea,1.043941119266965e-05
Roseivivax,8.230181952238021e-05
Roseobacter,1.952259118765914e-05
Roseococcus,9.457928089085324e-07
Roseomonas,8.226612922770442e-06
Roseovarius,3.968760767948257e-05
Rosistilla,6.620549662359727e-06
Rossellomorea,1.5668039362673423e-05
Rothia,1.850541778939902e-05
Rouxiella,1.766669586451787e-06
Ruania,1.654245158223037e-05
Rubinisphaera,3.89024211966151e-06
Rubrobacter,6.227956420925996e-06
Ruegeria,1.8666024115440094e-05
Rufibacter,8.619206164204173e-06
Rugosibacter,2.944449310752978e-06
Ruminiclostridium,2.2484885645750017e-06
Ruminococcus,3.586874614917264e-06
Rummeliibacillus,1.427611787031747e-07
Runella,2.8980519276744465e-05
Ruthenibacterium,2.6767721006845256e-07
Saccharibacillus,2.855223574063494e-07
Saccharolobus,1.7845147337896837e-08
Saccharomonospora,2.3020240065886918e-05
Saccharomyces,3.640410056930955e-06
Saccharophagus,4.639738307853178e-06
Saccharopolyspora,3.435190862545141e-05
Saccharospirillum,1.3134028440692072e-05
Saccharothrix,2.4804754799676603e-05
Sagittula,6.0851952422228214e-06
Salaquimonas,7.316510408537703e-07
Salarchaeum,1.2491603136527786e-07
Salegentibacter,0.00018648178968102197
Salicibibacter,2.016501649182343e-06
Salimicrobium,5.139402433314289e-06
Salinarchaeum,1.427611787031747e-07
Salinibacterium,1.5668039362673423e-05
Salinicola,1.4079821249600605e-05
Salinigranum,3.925932414337304e-07
Salinimonas,4.257852154822185e-05
Saliniradius,8.547825574852586e-06
Salinisphaera,1.0724933550076e-05
Salinispora,1.2973422114651002e-05
Salinivibrio,2.166400886820676e-05
Salinivirga,3.6939454989446454e-06
Salipiger,4.7593007950170866e-05
Salmonella,4.662936999392444e-05
Sandaracinobacter,2.8373784267255972e-06
Sandaracinus,2.3734045959402793e-06
Sanguibacter,9.208096026354768e-06
Saprospira,7.584187618606156e-06
Sarcina,1.7845147337896837e-08
Scandinavium,4.050848445702582e-06
Scardovia,3.0336750474424623e-07
Schaalia,3.2478168154972246e-06
Scheffersomyces,5.353544201369051e-08
Schizosaccharomyces,2.1235725332097237e-06
Schlegelella,1.0350185455980166e-06
Schleiferilactobacillus,4.6397383078531777e-07
Schnuerera,1.7845147337896837e-08
Sebaldella,1.7845147337896837e-08
Secundilactobacillus,4.104383887716273e-06
Sedimentisphaera,5.2643184646795675e-06
Sediminibacillus,1.427611787031747e-07
Sediminicola,0.0006521509094634399
Sediminispirochaeta,1.213470018976985e-06
Segniliparus,1.4097666396938503e-06
Selenomonas,1.427611787031747e-07
Seonamhaeicola,0.00022720441590610253
Serinicoccus,3.138961416736054e-05
Serpentinomonas,2.42694003795397e-06
Serratia,8.776243460777665e-05
Severe,1.7845147337896837e-08
Shewanella,0.00034425073729536787
Shigella,1.3740763450180564e-06
Shimwellia,1.1242442822875009e-06
Shinella,7.655568207957743e-06
Siansivirga,0.00012388101281967984
Sideroxydans,1.6060632604107154e-07
Silicimonas,2.4126639200836523e-05
Simiduia,9.297321763044253e-06
Simkania,6.60270451502183e-07
Simonsiella,8.208767775432545e-07
Simplicispira,2.676772100684526e-06
Singulisphaera,3.5690294675793675e-08
Sinimarinibacterium,3.3548876995246054e-06
Sinomonas,1.4472414491034334e-05
Sinorhizobium,2.3841116843430176e-05
Skermanella,6.94176231444187e-06
Skermania,8.173077480756751e-06
Slackia,2.76599783737401e-06
Snodgrassella,7.138058935158735e-08
Sodaliphilus,2.3198691539265889e-07
Sodalis,5.746137442802782e-06
Solibacillus,1.7845147337896837e-08
Solimonas,2.0521919438581364e-06
Solitalea,6.156575831574409e-06
Sorangium,1.2759280346596238e-05
Spartinivicinus,7.85186482867461e-06
Sphaerobacter,2.6767721006845256e-07
Sphaerochaeta,1.7845147337896837e-08
Sphingobacterium,0.00021266062082571661
Sphingobium,2.4055258611484938e-05
Sphingomonas,5.198291419529349e-05
Sphingopyxis,1.1099681644171834e-05
Sphingorhabdus,1.623908407748612e-05
Sphingosinicella,3.533339172903574e-06
Sphingosinithalassobacter,1.6060632604107154e-07
Spiribacter,1.945121059830755e-06
Spirochaeta,7.138058935158735e-08
Spiroplasma,1.190271327437719e-05
Spirosoma,9.582844120450601e-05
Spongiibacter,1.8255585726668465e-05
Sporisorium,2.748152690036113e-06
Sporolactobacillus,1.7845147337896837e-08
Sporomusa,1.7845147337896837e-08
Sporosarcina,3.297783228043335e-05
Stackebrandtia,6.0138146528712345e-06
Staphylococcus,3.636841027463375e-05
Staphylospora,3.5690294675793675e-07
Stappia,7.78048423932302e-06
Starkeya,4.015158151026789e-06
Stella,3.7831712356341295e-06
Stenotrophomonas,3.322766434316391e-05
Steroidobacter,3.0872104894561528e-06
Sterolibacterium,4.282835361095241e-06
Stieleria,2.873068721401391e-06
Stigmatella,1.2491603136527786e-07
Streptacidiphilus,2.798119102582224e-05
Streptobacillus,1.7845147337896837e-08
Streptococcus,9.277692100972566e-05
Streptomonospora,4.836034928570043e-06
Streptomyces,0.0008885812665432351
Streptosporangium,1.568588451001132e-05
Succinivibrio,8.922573668948419e-08
Sugiyamaella,1.2848506083285723e-06
Suicoccus,3.5690294675793675e-08
Sulfitobacter,5.7015245744580395e-05
Sulfolobus,7.138058935158735e-07
Sulfuricaulis,1.0707088402738102e-07
Sulfuricella,1.962966207168652e-07
Sulfuricurvum,3.2121265208214307e-07
Sulfuriferula,1.3348170208746835e-05
Sulfuriflexus,3.390577994200399e-07
Sulfurifustis,9.636379562464292e-07
Sulfurihydrogenibium,1.1956248716390882e-05
Sulfurimicrobium,5.58553111676171e-06
Sulfurimonas,3.55475334970905e-05
Sulfuritortus,2.2484885645750017e-06
Sulfurivermis,3.7653260882962328e-06
Sulfurospirillum,1.2491603136527786e-06
Sulfurovum,1.9433365450969655e-05
Sutterella,1.7845147337896837e-07
Swingsia,1.7845147337896837e-08
Symbiobacterium,9.636379562464292e-07
Symmachiella,7.512807029254568e-06
Syntrophobacter,2.4983206273055572e-06
Syntrophobotulus,1.7845147337896837e-08
Syntrophomonas,7.138058935158735e-08
Syntrophotalea,0.0001324466835418703
Syntrophothermus,5.353544201369051e-08
Syntrophus,1.3562311976801596e-06
Tabrizicola,4.372061097784725e-06
Talaromyces,1.7845147337896837e-08
Tamlana,0.00014873930306137013
Tannerella,2.0343467965202392e-06
Tardibacter,1.6060632604107154e-07
Tardiphaga,7.138058935158735e-08
Tateyamaria,3.854551824985717e-06
Tatlockia,3.390577994200399e-07
Tatumella,2.1753234604896247e-05
Tautonia,8.030316302053577e-07
Taylorella,1.0689243255400205e-05
Telmatocola,2.962294458090875e-06
Tenacibaculum,0.0005745958991329402
Tenuifilum,1.213470018976985e-05
Tepidanaerobacter,3.747480940958336e-07
Tepidiforma,3.5690294675793675e-08
Terasakiella,1.2794970641272032e-05
Teredinibacter,2.8248868235890692e-05
Terricaulis,2.2306434172371046e-06
Terriglobus,4.782499486556352e-06
Tessaracoccus,0.00015935716572741877
Tetragenococcus,5.656911706113297e-06
Tetrapisispora,1.0403720897993856e-05
Tetrasphaera,1.0082508245911714e-05
Thalassiosira,2.1414176805476205e-06
Thalassobius,3.3370425521867087e-06
Thalassococcus,9.636379562464292e-07
Thalassoglobus,8.922573668948419e-08
Thalassolituus,3.4405444067465105e-05
Thalassospira,1.945121059830755e-06
Thalassotalea,2.4893980536366088e-05
Thauera,4.088323255112165e-05
Theileria,1.7916527927248425e-05
Thermacetogenium,1.6060632604107154e-07
Thermaerobacter,1.766669586451787e-06
Thermincola,5.353544201369051e-08
Thermoactinomyces,1.427611787031747e-07
Thermoanaerobacter,1.7845147337896837e-08
Thermoanaerobacterium,5.317853906693257e-06
Thermoanaerosceptrum,6.906072019766076e-06
Thermobacillus,3.747480940958336e-07
Thermobifida,4.550512571163693e-06
Thermobispora,5.906743768843853e-06
Thermoclostridium,7.138058935158735e-08
Thermococcus,3.1407459314698434e-06
Thermodesulfobacterium,8.922573668948419e-08
Thermodesulfobium,5.353544201369051e-08
Thermodesulfovibrio,1.106399134949604e-06
Thermofilum,8.922573668948419e-08
Thermogladius,1.7845147337896837e-08
Thermomonas,7.834019681336711e-06
Thermomonospora,1.7077806002367275e-05
Thermosediminibacter,8.922573668948419e-08
Thermosipho,1.0707088402738102e-06
Thermosphaera,4.336370803108932e-06
Thermosulfuriphilus,5.353544201369051e-08
Thermothelomyces,7.316510408537703e-07
Thermothielavioides,6.781155988400798e-07
Thermotomaculum,3.4798037308898834e-06
Thermovirga,1.7845147337896837e-08
Thermus,2.855223574063494e-07
Thioalkalivibrio,1.91835333882391e-05
Thiobacillus,4.818189781232146e-07
Thioclava,0.03765154774881789
Thiocystis,1.873740470479168e-06
Thioflavicoccus,1.0707088402738102e-07
Thiomicrorhabdus,3.240678756562066e-05
Thiomicrospira,1.0974765612806555e-05
Thiosulfatimonas,1.6060632604107154e-07
Thiosulfativibrio,1.7845147337896836e-05
Thiothrix,2.6732030712169466e-05
Tissierellia,1.7845147337896837e-08
Tistrella,1.4097666396938503e-06
Tolumonas,2.6607114680804185e-05
Torulaspora,3.5690294675793675e-08
Toxoplasma,1.873740470479168e-06
Treponema,1.7452554096463108e-05
Truepera,1.962966207168652e-07
Trueperella,3.3727328468625026e-06
Trypanosoma,5.710447148126988e-07
Tsukamurella,2.4983206273055573e-05
Tsuneonella,2.42694003795397e-06
Tumebacillus,8.74412219556945e-07
Turicibacter,1.7845147337896837e-08
Turicimonas,5.353544201369051e-08
Turneriella,1.5168375237212313e-06
Tuwongella,1.3740763450180566e-06
Unclassified,0.00028511611555425364
Undibacterium,9.404392647071634e-06
Urbifossiella,3.83670667764782e-06
Ureaplasma,6.424253041642861e-07
Urechidicola,0.00012930593761040048
Usitatibacter,1.2848506083285723e-06
Ustilago,1.0707088402738102e-07
Vagococcus,2.498320627305557e-07
Vallitalea,5.24647331734167e-06
Variibacter,9.457928089085324e-07
Variovorax,5.214352052133456e-05
Veillonella,4.461286834474209e-06
Verminephrobacter,5.353544201369051e-08
Verrucomicrobium,1.677443849762303e-06
Verrucosispora,4.782499486556353e-06
Vespertiliibacter,8.922573668948419e-08
Vibrio,0.0006954253917578398
Virgibacillus,1.3508776534787907e-05
Viridibacillus,2.623236658670835e-06
Vitreoscilla,6.923917167103973e-06
Vogesella,6.067350094884925e-07
Vulgatibacter,2.1414176805476205e-06
Waddlia,7.138058935158735e-08
Weeksella,9.0296445529758e-06
Weissella,7.1023686404829415e-06
Weizmannia,1.3526621682125803e-05
Wenyingzhuangia,7.304018805401175e-05
Wenzhouxiangella,8.512135280176791e-06
Wigglesworthia,9.279476615706355e-07
Winkia,1.4811472290454376e-06
Winogradskyella,0.001624443762168749
Woeseia,1.0885539876117072e-06
Wolbachia,1.9094307651549617e-06
Xanthobacter,4.550512571163693e-06
Xanthomonas,0.00035620698601175876
Xenorhabdus,3.513709510831887e-05
Xylanimicrobium,3.3548876995246054e-06
Xylanimonas,8.654896458879967e-06
Xylella,1.0707088402738102e-06
Yangia,2.2145827846329975e-05
Yarrowia,3.2121265208214307e-07
Yersinia,8.287286423719291e-05
Yimella,7.566342471268259e-06
Yokenella,1.0707088402738102e-07
Yoonia,1.1920558421715088e-05
Youhaiella,1.9629662071686523e-06
Zhihengliuella,2.4983206273055572e-06
Zhongshania,2.4412161558242874e-05
Zobellella,1.573941995202501e-05
Zobellia,0.0007158045500177179
Zunongwangia,0.00011583285137028837
Zygotorulaspora,1.7845147337896837e-08
Zymobacter,4.425596539798416e-06
Zymomonas,5.58553111676171e-06
Zymoseptoria,1.1599345769632945e-06
